Customer ID,frequency,recency,T,monetary_value,predicted_monetary_value,predicted_purchases,predicted_clv,CLV_Segment_quantile,CLV_Segment,Country
12413.0,3.0,336.0,403.0,252.70000000000002,297.21181667149585,0.09019407104342128,26.806743707813197,1,Medium-Value,France
12413.0,3.0,336.0,403.0,252.70000000000002,297.21181667149585,0.09019407104342128,26.806743707813197,1,Medium-Value,Spain
12414.0,3.0,246.0,464.0,187.47,250.48842776593182,0.07085479060647841,17.748305098701092,1,Medium-Value,Austria
12415.0,22.0,503.0,528.0,6460.528636363637,6150.452551568048,0.453703573922261,2790.4823038857126,2,High-Value,Australia
12417.0,19.0,730.0,734.0,342.5163157894737,346.46423455593134,0.2939344029800291,101.83775793813045,2,High-Value,Belgium
12417.0,19.0,730.0,734.0,342.5163157894737,346.46423455593134,0.2939344029800291,101.83775793813045,2,High-Value,Spain
12418.0,3.0,518.0,631.0,559.0866666666667,516.6725461233749,0.060384875349411664,31.19920729412314,1,Medium-Value,Switzerland
12419.0,1.0,28.0,414.0,180.1,304.7171338113396,0.02445075466256935,7.45056388030238,0,Low-Value,Spain
12421.0,5.0,490.0,506.0,204.16,243.60655604990916,0.11688640085798821,28.474293562083655,1,Medium-Value,Spain
12422.0,13.0,626.0,722.0,396.6769230769231,397.7584086749032,0.1995671836309711,79.37952538478724,2,High-Value,Australia
12422.0,13.0,626.0,722.0,396.6769230769231,397.7584086749032,0.1995671836309711,79.37952538478724,2,High-Value,Switzerland
12423.0,9.0,465.0,466.0,258.1766666666667,275.836158496802,0.21646973563566912,59.710180308561256,2,High-Value,Belgium
12423.0,9.0,465.0,466.0,258.1766666666667,275.836158496802,0.21646973563566912,59.710180308561256,2,High-Value,Denmark
12424.0,2.0,386.0,549.0,1446.745,1060.197561582283,0.04859235951896899,51.51750107354056,2,High-Value,Australia
12425.0,1.0,370.0,449.0,777.2,577.5815341915998,0.03672329091809068,21.210694709035256,1,Medium-Value,Portugal
12426.0,1.0,468.0,663.0,582.73,488.7120986833948,0.025518367499746546,12.471134935775268,0,Low-Value,Germany
12427.0,2.0,350.0,372.0,261.15,316.47363764371687,0.07071545573803738,22.37957751504994,1,Medium-Value,Germany
12428.0,6.0,258.0,284.0,497.8733333333334,483.2795658269024,0.22421212053769746,108.35713626658753,2,High-Value,Finland
12429.0,5.0,537.0,547.0,1215.71,1060.9194625093007,0.10918383179883355,115.83525214672439,2,High-Value,Denmark
12429.0,5.0,537.0,547.0,1215.71,1060.9194625093007,0.10918383179883355,115.83525214672439,2,High-Value,Austria
12431.0,23.0,658.0,694.0,423.3782608695652,422.70091191975973,0.369340792542542,156.1206898168993,2,High-Value,Australia
12431.0,23.0,658.0,694.0,423.3782608695652,422.70091191975973,0.369340792542542,156.1206898168993,2,High-Value,Belgium
12432.0,2.0,130.0,173.0,871.33,699.2396445084847,0.12790092177743015,89.43339507595778,2,High-Value,Norway
12433.0,8.0,476.0,477.0,2553.6075,2276.333896781699,0.18991562924270136,432.3113843737868,2,High-Value,Norway
12434.0,2.0,297.0,382.0,403.07,405.50007524286445,0.06784998989481342,27.513176007574433,1,Medium-Value,Australia
12435.0,5.0,658.0,738.0,2583.5860000000002,2166.1369102242397,0.08219221803901962,178.03959722751898,2,High-Value,Denmark
12437.0,33.0,736.0,738.0,366.8218181818182,368.3082996339305,0.5019247300035417,184.8630438518241,2,High-Value,France
12438.0,1.0,126.0,141.0,2016.78,1144.0482121741202,0.09266523533937822,106.01349682070975,2,High-Value,Norway
12439.0,1.0,43.0,726.0,76.52000000000001,257.38286050471197,0.011132844819669656,2.8654034452416406,0,Low-Value,Cyprus
12440.0,1.0,255.0,718.0,290.69,355.25485619963797,0.021246365911443497,7.547874666634749,0,Low-Value,Austria
12444.0,4.0,150.0,172.0,783.8149999999999,698.1064550074085,0.2298085085775092,160.43080325358457,2,High-Value,Norway
12445.0,1.0,398.0,421.0,133.4,283.3760393585542,0.039241137606593646,11.119998154880522,0,Low-Value,Spain
12449.0,5.0,416.0,439.0,831.458,750.4512514146102,0.13217113662126795,99.18799487832194,2,High-Value,Belgium
12449.0,5.0,416.0,439.0,831.458,750.4512514146102,0.13217113662126795,99.18799487832194,2,High-Value,Denmark
12450.0,4.0,318.0,475.0,134.945,197.8468695772664,0.09429702435807724,18.65637107969682,1,Medium-Value,Spain
12451.0,6.0,519.0,530.0,1753.1016666666667,1531.0106288514978,0.1323988622014518,202.70406527826754,2,High-Value,Switzerland
12454.0,4.0,365.0,422.0,2986.565,2396.361578231237,0.111125362885365,266.2965499854922,2,High-Value,Spain
12455.0,9.0,648.0,722.0,471.50222222222214,464.2813683103336,0.14359353630684543,66.66780351706177,2,High-Value,Cyprus
12455.0,9.0,648.0,722.0,471.50222222222214,464.2813683103336,0.14359353630684543,66.66780351706177,2,High-Value,Spain
12456.0,2.0,210.0,255.0,1120.435,855.5032489203762,0.09561550787345405,81.79937763291176,2,High-Value,Switzerland
12457.0,7.0,369.0,436.0,337.6042857142857,348.05075043504235,0.17696266689672177,61.591989012390435,2,High-Value,Switzerland
12457.0,7.0,369.0,436.0,337.6042857142857,348.05075043504235,0.17696266689672177,61.591989012390435,2,High-Value,Cyprus
12458.0,3.0,416.0,488.0,465.6266666666667,449.7283804463243,0.07647759442692201,34.394144682050474,1,Medium-Value,Switzerland
12461.0,1.0,60.0,155.0,200.0,313.8110905481796,0.08164033001180103,25.61964099371656,1,Medium-Value,Switzerland
12462.0,1.0,285.0,304.0,427.48,417.7655266535247,0.05170304521725828,21.599749914778908,1,Medium-Value,Spain
12463.0,3.0,188.0,242.0,331.40333333333336,353.5859765902077,0.13676363321986962,48.35770281407257,1,Medium-Value,Belgium
12464.0,6.0,299.0,310.0,166.35833333333332,206.5661152659032,0.21001605581741836,43.3822007936712,1,Medium-Value,Belgium
12465.0,1.0,152.0,170.0,301.25,360.0805940459209,0.08114854071143687,29.22001474533379,1,Medium-Value,Belgium
12468.0,4.0,495.0,683.0,807.3775,716.2724458556489,0.069472419450451,49.7611797992841,2,High-Value,Germany
12469.0,1.0,14.0,537.0,1113.7,731.3562297668092,0.014030717097088528,10.261452357051375,0,Low-Value,Thailand
12471.0,47.0,730.0,733.0,825.2717021276595,815.0214813238429,0.7156588462005755,583.2773329529053,2,High-Value,Germany
12472.0,18.0,693.0,726.0,921.8977777777777,890.172249407084,0.2799703964492691,249.22187757463894,2,High-Value,Germany
12473.0,3.0,162.0,192.0,1088.7866666666666,896.0896717293423,0.16527519454130335,148.1013948215197,2,High-Value,Germany
12474.0,28.0,649.0,667.0,438.0625,436.9033806335161,0.4669453029352879,204.00998142336857,2,High-Value,Germany
12475.0,1.0,356.0,410.0,723.38,552.9867225545781,0.03991266363271772,22.071173050679874,1,Medium-Value,Germany
12476.0,17.0,486.0,502.0,757.8629411764706,735.1097663720783,0.37080087907886805,272.57934759022794,2,High-Value,Germany
12477.0,8.0,601.0,624.0,2281.8925,2039.7582573088532,0.14877725930238064,303.4696431618113,2,High-Value,Germany
12480.0,6.0,479.0,508.0,835.4916666666667,765.0874296922487,0.1369288217967225,104.76252031924238,2,High-Value,Germany
12481.0,12.0,585.0,608.0,782.6491666666667,749.0364513694999,0.2232856736533908,167.24910863498408,2,High-Value,Germany
12482.0,5.0,77.0,654.0,3450.728,2866.770935564569,0.0005352235907214453,1.5343634339087457,0,Low-Value,Sweden
12483.0,17.0,660.0,678.0,283.46352941176474,291.7035713456554,0.2830460349678709,82.5655392553552,2,High-Value,Sweden
12484.0,11.0,649.0,682.0,527.7136363636364,516.1974687993802,0.18484011898385108,95.41400155204019,2,High-Value,Spain
12488.0,2.0,66.0,76.0,372.635,386.4081951108883,0.21983363298852765,84.9455173477664,2,High-Value,France
12490.0,20.0,733.0,739.0,460.985,458.10271032472906,0.3069436092106366,140.6116992962471,2,High-Value,France
12492.0,2.0,340.0,404.0,131.60500000000002,235.21003942795048,0.06520932086222836,15.337886931074605,0,Low-Value,Germany
12493.0,1.0,32.0,198.0,201.24,314.37774915891737,0.06136115865743245,19.290582944506827,1,Medium-Value,France
12494.0,8.0,561.0,577.0,191.0,219.26903052167765,0.1598656629379243,35.053588926103956,1,Medium-Value,France
12497.0,2.0,563.0,645.0,2518.37,1732.42808717548,0.043163660155199006,74.7779371981639,2,High-Value,Germany
12498.0,1.0,36.0,58.0,156.45,293.9094917597684,0.15405058783885991,45.27692997701288,1,Medium-Value,Germany
12500.0,16.0,650.0,674.0,347.11125,351.4305704076705,0.26800745344584753,94.18601223798139,2,High-Value,Germany
12502.0,4.0,214.0,310.0,776.655,692.5863067008451,0.13843180458530036,95.87597226766628,2,High-Value,Spain
12504.0,3.0,578.0,597.0,214.88333333333333,270.1242369722969,0.06472458948760593,17.4836803486847,0,Low-Value,Germany
12507.0,3.0,450.0,585.0,434.93666666666667,427.7455381113287,0.06400499910503599,27.37785278399873,1,Medium-Value,Spain
12508.0,1.0,3.0,30.0,123.08,278.65997737241406,0.1969039089030845,54.86923879947341,2,High-Value,France
12510.0,7.0,593.0,736.0,677.4485714285714,638.5774483757139,0.10854028925600558,69.31138095906195,2,High-Value,Spain
12514.0,1.0,374.0,642.0,1017.68,687.4767460546796,0.02570163534501907,17.66927663527765,0,Low-Value,Italy
12516.0,3.0,522.0,600.0,653.0533333333334,583.9796304530724,0.06371099357320209,37.20592248267663,1,Medium-Value,Germany
12517.0,3.0,162.0,191.0,578.63,530.6711781001403,0.16601294917161558,88.09828731677995,2,High-Value,Germany
12518.0,4.0,110.0,111.0,433.015,427.65002680315524,0.31333670190141705,133.99844896655327,2,High-Value,Germany
12519.0,1.0,413.0,477.0,340.84,378.172541141976,0.03495355569204463,13.218474978008096,0,Low-Value,Germany
12520.0,4.0,194.0,274.0,411.71,411.2245017093935,0.1545263165003376,63.545007503839365,2,High-Value,Germany
12522.0,1.0,12.0,52.0,103.32,269.6299982206573,0.1577583349526948,42.536379572588956,1,Medium-Value,Germany
12523.0,22.0,713.0,733.0,195.345,206.32384427605209,0.33839185592712784,69.81830858659298,2,High-Value,France
12524.0,15.0,660.0,670.0,704.4806666666666,682.8348379655993,0.2539634593056186,173.41509758413514,2,High-Value,Germany
12525.0,2.0,149.0,648.0,203.64999999999998,280.403878892653,0.024907873556102904,6.984264360098993,0,Low-Value,France
12526.0,2.0,94.0,95.0,398.17999999999995,402.43257749864347,0.19476541211320633,78.37994680430315,2,High-Value,Germany
12527.0,4.0,448.0,530.0,108.42750000000001,177.40266109691783,0.09054745015527074,16.063358613085555,0,Low-Value,Germany
12528.0,5.0,303.0,313.0,287.99,311.3395805652478,0.17675992760044124,55.03236171986494,2,High-Value,Germany
12530.0,8.0,583.0,643.0,425.2825,423.2531030049672,0.14343709819648687,60.710196897691254,2,High-Value,Germany
12531.0,1.0,672.0,687.0,125.22,279.6379204586873,0.02539506980156343,7.101424509212406,0,Low-Value,Germany
12533.0,1.0,111.0,739.0,437.97,422.559275707266,0.015799786101709658,6.676346171468161,0,Low-Value,Germany
12535.0,1.0,95.0,187.0,344.9,380.0278911093916,0.07252923223621743,27.563131170513014,1,Medium-Value,France
12536.0,1.0,16.0,60.0,8322.12,4025.4798288106463,0.14724950004552945,592.7498922357312,2,High-Value,France
12538.0,1.0,349.0,379.0,363.95,388.7334125082259,0.042889092279376664,16.672423201142298,0,Low-Value,Spain
12539.0,5.0,694.0,717.0,1213.1380000000001,1058.8413360742127,0.08529315131287948,90.3119142941093,2,High-Value,Spain
12540.0,30.0,713.0,733.0,728.063,715.9292529346807,0.45816532513885794,328.01395894723765,2,High-Value,Spain
12541.0,2.0,251.0,281.0,334.39,362.41710079028934,0.0890232961337554,32.263564887591,1,Medium-Value,Spain
12542.0,1.0,156.0,641.0,117.09,275.92265069635016,0.0215312756574355,5.940966652273403,0,Low-Value,Spain
12545.0,1.0,184.0,260.0,372.24,392.5217995106583,0.05756166753413803,22.594209323334095,1,Medium-Value,Spain
12546.0,1.0,31.0,78.0,401.3,405.80171824294825,0.12923016729679113,52.4418239378615,2,High-Value,Spain
12547.0,2.0,303.0,501.0,103.9,217.8306887114596,0.05136950939529823,11.189855610347609,0,Low-Value,Spain
12549.0,4.0,122.0,698.0,254.315,289.87761026923255,0.004674451069248429,1.3550187052741933,0,Low-Value,USA
12552.0,1.0,1.0,40.0,120.0,277.2524705005815,0.1747639091727071,48.45372557247228,1,Medium-Value,Italy
12553.0,11.0,415.0,424.0,370.0690909090909,373.92210800360374,0.28368127828508916,106.07470157751747,2,High-Value,France
12556.0,1.0,101.0,152.0,290.81,355.3096941297094,0.08633598297024045,30.67601170154393,1,Medium-Value,Spain
12557.0,7.0,706.0,723.0,2394.785714285714,2106.697732689148,0.11507694350380333,242.43233596425964,2,High-Value,Spain
12559.0,1.0,9.0,320.0,75.60000000000001,256.9624363741646,0.030148268225522974,7.7469724556921955,0,Low-Value,Germany
12560.0,2.0,138.0,144.0,420.85,416.6534719488456,0.14856723702146518,61.90105512284054,2,High-Value,Germany
12562.0,8.0,427.0,436.0,567.615,547.1785476998455,0.2051236237485967,112.23924654168667,2,High-Value,France
12567.0,13.0,644.0,667.0,1014.4292307692308,963.7740001322389,0.22167679248419175,213.64632902897372,2,High-Value,France
12569.0,25.0,250.0,253.0,151.0404,162.77183837902078,0.9662617772838983,157.28020584388005,2,High-Value,Germany
12571.0,1.0,82.0,122.0,271.26,346.37568135557757,0.10056459444879653,34.83312992244923,1,Medium-Value,France
12572.0,1.0,43.0,52.0,487.68,445.2758882393423,0.16377135763931494,72.92343674100896,2,High-Value,Germany
12573.0,4.0,238.0,466.0,141.34750000000003,202.78300778016762,0.08248346714604247,16.726245560011133,0,Low-Value,France
12575.0,1.0,69.0,527.0,281.02,350.8358330013846,0.02187271657024229,7.673732737924142,0,Low-Value,France
12576.0,7.0,491.0,527.0,252.56714285714287,275.35404386936136,0.15238568288726528,41.96001401080263,1,Medium-Value,Poland
12577.0,4.0,701.0,737.0,360.8,371.97439692068616,0.06815682717453948,25.35259468427676,1,Medium-Value,France
12578.0,3.0,422.0,444.0,1210.1966666666667,983.054053869838,0.08409147869788046,82.66646902986051,2,High-Value,Italy
12580.0,1.0,330.0,577.0,415.7,412.38226985151596,0.028267944010651445,11.657198915148008,0,Low-Value,Germany
12582.0,3.0,339.0,578.0,381.09666666666664,389.18065602217393,0.060229517085057034,23.44016297106123,1,Medium-Value,Finland
12583.0,26.0,731.0,734.0,524.2307692307693,519.2203893045073,0.3991676235825693,207.25596891429666,2,High-Value,France
12584.0,8.0,277.0,281.0,234.315,256.982347135653,0.2975018025399411,76.45271149380163,2,High-Value,Italy
12585.0,1.0,117.0,352.0,777.25,577.6043833291295,0.04062962554623164,23.467849808524573,1,Medium-Value,Germany
12586.0,3.0,706.0,724.0,546.7733333333333,507.8526678149711,0.054324532594711664,27.588858806025673,1,Medium-Value,Italy
12588.0,2.0,558.0,598.0,314.94,350.21611283014687,0.046524175897802174,16.293516035554287,0,Low-Value,Finland
12589.0,4.0,661.0,690.0,995.04,860.9546849031993,0.07246066126160913,62.38534578436615,2,High-Value,France
12591.0,2.0,91.0,409.0,327.0,357.7813526655874,0.04144714883826513,14.829016975486427,0,Low-Value,Italy
12592.0,2.0,427.0,520.0,218.8,289.9074761983681,0.052083175509496114,15.099301964354673,0,Low-Value,Germany
12593.0,2.0,110.0,219.0,91.05,209.76988175578708,0.10108384775161858,21.204346790277015,1,Medium-Value,France
12594.0,13.0,609.0,647.0,379.69,382.19413931856127,0.22693608033321175,86.73363990327974,2,High-Value,Italy
12596.0,1.0,191.0,243.0,348.32,381.5907721164265,0.06126565509225838,23.37840863087355,1,Medium-Value,Spain
12597.0,3.0,249.0,269.0,1098.3566666666666,902.9445365434807,0.12804704887576576,115.61938320288874,2,High-Value,Spain
12598.0,9.0,639.0,649.0,433.85555555555555,431.02546523625244,0.1606958337613909,69.263996508531,2,High-Value,France
12599.0,12.0,548.0,578.0,149.77,173.1798703924821,0.23319277140723396,40.38429392876848,1,Medium-Value,France
12600.0,20.0,704.0,733.0,237.901,247.52956030468587,0.30770912900689473,76.16710540481452,2,High-Value,Germany
12601.0,5.0,215.0,405.0,115.41199999999999,171.89988230915674,0.10931287978892576,18.790871170591338,1,Medium-Value,Germany
12604.0,1.0,182.0,262.0,75.68,256.9989949942122,0.05711770984569351,14.679194026714251,0,Low-Value,France
12605.0,3.0,82.0,459.0,325.32,349.228565135731,0.02277727018809461,7.954473385497143,0,Low-Value,Germany
12609.0,8.0,641.0,720.0,388.15749999999997,390.9292687837081,0.12883071902557086,50.363698785545765,2,High-Value,Germany
12610.0,4.0,104.0,127.0,288.1975,316.0000159950895,0.2826194543129863,89.30775208342713,2,High-Value,Italy
12613.0,7.0,668.0,726.0,783.4657142857143,729.2095753060017,0.11374501920016798,82.94395714412751,2,High-Value,Germany
12615.0,6.0,629.0,632.0,764.25,705.6224660946743,0.1131657833079546,79.85231909529446,2,High-Value,France
12616.0,2.0,293.0,389.0,356.65,376.3808021780925,0.06653905380172945,25.044022446066183,1,Medium-Value,France
12619.0,9.0,544.0,561.0,404.5822222222222,405.1663063203164,0.18301790950397692,74.15269038419225,2,High-Value,Germany
12620.0,2.0,190.0,205.0,388.875,396.5955495824931,0.114567872725863,45.43710844821076,1,Medium-Value,France
12621.0,31.0,667.0,669.0,790.3667741935484,776.3099743663884,0.5164290837227808,400.9090487468894,2,High-Value,Germany
12623.0,6.0,420.0,697.0,361.3533333333333,369.32719483135884,0.08064806765324926,29.7855245949442,1,Medium-Value,Germany
12624.0,1.0,71.0,178.0,341.19,378.3324851046842,0.07368571530478696,27.877699787976315,1,Medium-Value,France
12625.0,3.0,385.0,597.0,1398.3966666666665,1117.8592323464154,0.06032589252377462,67.43585590723906,2,High-Value,Germany
12626.0,8.0,303.0,327.0,690.56,654.223767856955,0.26062187981667784,170.50502819962946,2,High-Value,Germany
12627.0,6.0,130.0,141.0,618.4183333333334,583.8977064777799,0.3819205003059308,223.00250418547924,2,High-Value,Germany
12628.0,2.0,60.0,65.0,226.41,294.68123035655236,0.239388457453706,70.54328517561527,2,High-Value,Germany
12629.0,1.0,38.0,424.0,853.86,612.6138318522106,0.02530421882098875,15.501714453952745,0,Low-Value,Sweden
12630.0,1.0,34.0,44.0,569.09,482.4788539652793,0.175675765955569,84.75984222771557,2,High-Value,Finland
12631.0,4.0,636.0,694.0,685.8475,622.5764090265072,0.0717249580541856,44.65426682295173,1,Medium-Value,Finland
12632.0,1.0,44.0,565.0,410.56,410.03337851345776,0.01710592772739667,7.014001338671491,0,Low-Value,Germany
12633.0,6.0,467.0,526.0,576.9616666666667,549.2940919140633,0.13159772622431812,72.28585352434233,2,High-Value,Germany
12634.0,1.0,13.0,549.0,130.0,281.8222980065313,0.01332445487909932,3.7551284937121086,0,Low-Value,USA
12635.0,3.0,367.0,457.0,733.0266666666666,641.263474626116,0.08038581651078316,51.54848800636222,2,High-Value,Germany
12637.0,10.0,476.0,544.0,764.2470000000001,726.5801486497495,0.2035152009312016,147.8701049450761,2,High-Value,France
12638.0,1.0,606.0,640.0,671.69,529.3652841763239,0.027030229547371762,14.308865145695721,0,Low-Value,Sweden
12639.0,2.0,389.0,628.0,529.395,484.74376696857126,0.042021256881871735,20.369542353672504,1,Medium-Value,Sweden
12640.0,2.0,58.0,82.0,204.995,281.24759759735184,0.20823807613424275,58.56645864105022,2,High-Value,France
12642.0,2.0,82.0,108.0,323.40500000000003,355.5262086184557,0.17710569901737816,62.965717696369815,2,High-Value,Germany
12643.0,10.0,483.0,612.0,613.722,592.0418792034369,0.17330744665282324,102.60526639628686,2,High-Value,France
12644.0,3.0,565.0,695.0,415.52000000000004,413.83763579772506,0.055195163675906225,22.841836043105502,1,Medium-Value,Germany
12645.0,7.0,635.0,669.0,452.2357142857143,446.0470735248414,0.12314783598893106,54.92973185377984,2,High-Value,Germany
12646.0,1.0,45.0,50.0,615.28,503.58688721526124,0.16712793153224365,84.16343480704788,2,High-Value,USA
12647.0,31.0,673.0,696.0,533.5787096774193,529.0015328284561,0.4954758619096629,262.10749042971213,2,High-Value,Germany
12648.0,3.0,547.0,702.0,302.0833333333333,332.5844471909874,0.054305806935054,18.061266778755424,1,Medium-Value,Germany
12649.0,6.0,589.0,697.0,331.39166666666665,344.3183832605648,0.10093003557647293,34.752066672122446,1,Medium-Value,Germany
12651.0,3.0,131.0,466.0,92.91666666666667,182.7611218384328,0.04200440011735022,7.676771287597324,0,Low-Value,France
12652.0,1.0,103.0,435.0,919.98,642.8295313215503,0.031238748606170152,20.081190125576093,1,Medium-Value,France
12652.0,1.0,103.0,435.0,919.98,642.8295313215503,0.031238748606170152,20.081190125576093,1,Medium-Value,Germany
12653.0,2.0,378.0,527.0,1104.925,845.7738235598719,0.05056822847874252,42.76928395111526,1,Medium-Value,Israel
12654.0,3.0,285.0,296.0,145.12666666666667,220.15845642005928,0.11882730130503252,26.160835235877258,1,Medium-Value,Germany
12656.0,7.0,545.0,563.0,780.4042857142857,726.5924157090146,0.14431685053101936,104.85952905485016,2,High-Value,France
12657.0,2.0,67.0,79.0,512.37,474.0639818774954,0.21492052544795442,101.88608008106085,2,High-Value,France
12662.0,18.0,617.0,618.0,361.75888888888886,364.7209247223899,0.3264778195474396,119.07329224669171,2,High-Value,Germany
12663.0,1.0,44.0,669.0,85.65,261.5551130176441,0.01294644132581042,3.3862079241486422,0,Low-Value,Germany
12664.0,10.0,718.0,727.0,552.096,536.9609598020188,0.1600306859712654,85.93023073690614,2,High-Value,Finland
12665.0,2.0,345.0,670.0,72.4,198.07073391739854,0.0377853793977253,7.484177828654801,0,Low-Value,Germany
